mmsi,name,latitude,longitude,speed,course,timestamp,vessel_type,collection_time
265064540,KINFISH TENDER 3,81.836007,15.898378,3.3,13.5,2025-09-19 13:38:30.586774,90,2025-09-19 13:38:30.586794
235572000,ANVIL POINT,66.742953,8.125807,16.5,204.8,2025-09-19 13:38:30.586814,70,2025-09-19 13:38:30.586816
630001042,NOR STAR,68.575095,14.947752,0.0,205.5,2025-09-19 13:38:30.586824,80,2025-09-19 13:38:30.586825
319301000,KEY WIND,67.06635,10.703777,12.3,204.0,2025-09-19 13:38:30.586831,89,2025-09-19 13:38:30.586833
277589000,VILKAS,68.234027,14.536107,0.1,216.7,2025-09-19 13:38:30.586846,30,2025-09-19 13:38:30.586847
586706041,LEINEBRIS 34,75.375993,19.74737,3.4,243.6,2025-09-19 13:38:30.586853,0,2025-09-19 13:38:30.586854
586706108,586706108,68.216867,14.94592,0.3,214.5,2025-09-19 13:38:30.586857,0,2025-09-19 13:38:30.586858
586706109,AH BOY3,68.19243,14.827548,6.0,258.6,2025-09-19 13:38:30.586860,0,2025-09-19 13:38:30.586861
586706114,AH BOY1,68.230162,14.647283,0.4,302.3,2025-09-19 13:38:30.586863,0,2025-09-19 13:38:30.586864
586706177,ALI BOY 1,70.79402,29.842948,0.9,37.8,2025-09-19 13:38:30.586867,0,2025-09-19 13:38:30.586868
941005775,O BUOY 04,75.327268,35.14061,1.4,202.5,2025-09-19 13:38:30.586873,0,2025-09-19 13:38:30.586874
941005785,O BUOY 03,75.498778,35.799938,8.6,155.6,2025-09-19 13:38:30.586877,0,2025-09-19 13:38:30.586878
586706383,LOFOTFANGST,70.849275,29.301263,1.8,311.4,2025-09-19 13:38:30.586882,0,2025-09-19 13:38:30.586883
941005814,O BUOY 44,75.478143,35.44358,0.6,239.4,2025-09-19 13:38:30.586886,0,2025-09-19 13:38:30.586887
941005815,O BUOY 40,75.48335,35.725512,0.8,324.9,2025-09-19 13:38:30.586890,0,2025-09-19 13:38:30.586891
941005819,O BUOY 37,75.49486,35.802053,1.8,88.4,2025-09-19 13:38:30.586894,0,2025-09-19 13:38:30.586895
941005846,O BUOY 41,75.332367,35.063147,0.1,179.6,2025-09-19 13:38:30.586898,0,2025-09-19 13:38:30.586898
586706481,AUSTHAVET BUOY,71.666518,31.68681,2.9,254.8,2025-09-19 13:38:30.586902,0,2025-09-19 13:38:30.586903
229767000,ARCTIC AURORA,71.648673,25.97905,11.0,121.4,2025-09-19 13:38:30.586905,84,2025-09-19 13:38:30.586906
586706533,TRYGVE B BUOY 7,75.017675,33.578268,1.8,196.0,2025-09-19 13:38:30.586909,0,2025-09-19 13:38:30.586910
586706536,TRYGVE B BUOY 3,75.03261,33.273595,3.2,58.6,2025-09-19 13:38:30.586914,0,2025-09-19 13:38:30.586915
586706667,TRYGVE B BUOY 2,75.074133,33.200205,2.3,161.9,2025-09-19 13:38:30.586919,0,2025-09-19 13:38:30.586920
586707108,LK4,70.37594,20.221463,1.8,114.2,2025-09-19 13:38:30.586927,0,2025-09-19 13:38:30.586927
586707130,LK5,70.369378,20.265398,2.0,159.5,2025-09-19 13:38:30.586929,0,2025-09-19 13:38:30.586930
586707132,BUSINKA2,70.370445,19.611275,2.2,165.2,2025-09-19 13:38:30.586933,0,2025-09-19 13:38:30.586934
586707134,BUSINKA5,70.43705,19.928587,2.1,286.4,2025-09-19 13:38:30.586937,0,2025-09-19 13:38:30.586937
586707135,LK6,70.387237,20.278613,1.6,278.3,2025-09-19 13:38:30.586940,0,2025-09-19 13:38:30.586941
586707136,BUOY11,70.363482,20.282253,1.2,213.4,2025-09-19 13:38:30.586943,0,2025-09-19 13:38:30.586944
586707137,FISHING NET BOUY 3,70.420035,18.831847,2.1,310.5,2025-09-19 13:38:30.586947,0,2025-09-19 13:38:30.586947
586707139,BUSINKA1,70.418552,19.861898,1.4,336.4,2025-09-19 13:38:30.586950,0,2025-09-19 13:38:30.586951
586707140,LK3,70.392982,20.463162,2.2,200.4,2025-09-19 13:38:30.586953,0,2025-09-19 13:38:30.586954
586707142,BUOY12,70.35898,20.307905,1.9,36.4,2025-09-19 13:38:30.586956,0,2025-09-19 13:38:30.586957
586707148,LK2,70.45689,20.17519,1.4,34.8,2025-09-19 13:38:30.586959,0,2025-09-19 13:38:30.586960
586707196,FISHING NET BOUY 2,70.469843,19.258213,1.0,212.6,2025-09-19 13:38:30.586964,0,2025-09-19 13:38:30.586965
586707240,LK1,70.374623,20.286187,1.6,51.1,2025-09-19 13:38:30.586967,0,2025-09-19 13:38:30.586968
586707248,BUSINKA4,70.418523,19.823302,2.1,126.7,2025-09-19 13:38:30.586971,0,2025-09-19 13:38:30.586972
586707249,BUSINKA3,70.374347,19.592203,1.1,72.6,2025-09-19 13:38:30.586974,0,2025-09-19 13:38:30.586975
273291510,NORVEZHSKOE MORE,75.729402,14.021637,4.8,344.9,2025-09-19 13:38:30.586978,30,2025-09-19 13:38:30.586979
586707342,SELMA BUOY 2,71.171922,27.565782,3.0,3.9,2025-09-19 13:38:30.586981,0,2025-09-19 13:38:30.586982
586707344,ALI BUOY 2,70.805377,29.858965,3.0,85.2,2025-09-19 13:38:30.586985,0,2025-09-19 13:38:30.586985
586707346,BEN HUR BUOY 1,70.992832,29.156028,1.9,170.1,2025-09-19 13:38:30.586988,0,2025-09-19 13:38:30.586989
314553000,WILSON LEITH,68.572397,14.974017,0.0,200.2,2025-09-19 13:38:30.586994,70,2025-09-19 13:38:30.586995
273217010,BOOTES,70.59745,19.388168,3.4,87.5,2025-09-19 13:38:30.586998,30,2025-09-19 13:38:30.586999
982570397,NAUTILUS ALDRA MOB,66.005125,12.282968,0.3,,2025-09-19 13:38:30.587004,53,2025-09-19 13:38:30.587004
982570698,ROV LONG CABLE,68.64295,16.581217,0.9,214.2,2025-09-19 13:38:30.587010,33,2025-09-19 13:38:30.587011
109080033,MAYA BUOY 1,71.094475,26.157437,3.8,174.1,2025-09-19 13:38:30.587017,0,2025-09-19 13:38:30.587018
109080133,VANNOYVAERING BOUY 1,70.542553,20.315472,2.5,169.1,2025-09-19 13:38:30.587031,0,2025-09-19 13:38:30.587032
109080160,IVERSEN JR BUOY 3,68.473468,14.69538,0.4,0.0,2025-09-19 13:38:30.587037,0,2025-09-19 13:38:30.587038
109080165,IVERSEN JR BUOY 1,68.479865,14.970643,0.8,0.0,2025-09-19 13:38:30.587041,0,2025-09-19 13:38:30.587041
109080297,BUOY2,70.398187,20.366335,1.9,131.9,2025-09-19 13:38:30.587044,0,2025-09-19 13:38:30.587045
109080299,T 9 K 7,70.583975,20.430062,1.6,40.1,2025-09-19 13:38:30.587048,0,2025-09-19 13:38:30.587049
109080300,BUOY5,70.390683,20.36151,1.1,64.2,2025-09-19 13:38:30.587051,0,2025-09-19 13:38:30.587052
109080344,ANGELSEN SR,68.79674,13.074308,1.1,86.8,2025-09-19 13:38:30.587055,0,2025-09-19 13:38:30.587056
109080360,BUOY 81 70,69.618768,17.590098,1.3,19.1,2025-09-19 13:38:30.587059,0,2025-09-19 13:38:30.587060
109080364,BUOY 83 86,69.640285,17.617757,2.1,288.7,2025-09-19 13:38:30.587063,0,2025-09-19 13:38:30.587063
109080368,BUROY BOUY 2,70.799198,25.979825,1.4,116.3,2025-09-19 13:38:30.587066,0,2025-09-19 13:38:30.587067
109080373,BUROY BOUY 4,70.858802,26.016,3.5,125.3,2025-09-19 13:38:30.587070,0,2025-09-19 13:38:30.587071
109080402,T 9 K 8,70.490535,20.099833,1.4,89.9,2025-09-19 13:38:30.587078,0,2025-09-19 13:38:30.587078
109080403,BUOY1,70.603385,20.384388,1.3,91.2,2025-09-19 13:38:30.587081,0,2025-09-19 13:38:30.587082
109080468,IVAR BOUY 1,71.539728,32.713867,2.0,231.5,2025-09-19 13:38:30.587084,0,2025-09-19 13:38:30.587085
109080476,ANGELSEN SR,68.721592,13.068483,1.0,135.8,2025-09-19 13:38:30.587088,0,2025-09-19 13:38:30.587088
109080478,ANGELSEN SR,68.799342,13.133117,1.0,108.0,2025-09-19 13:38:30.587091,0,2025-09-19 13:38:30.587092
109080479,ANGELSEN SR,68.808177,13.148163,1.7,204.0,2025-09-19 13:38:30.587094,0,2025-09-19 13:38:30.587095
109080480,ANGELSEN SR,68.801175,13.048343,1.0,95.3,2025-09-19 13:38:30.587098,0,2025-09-19 13:38:30.587099
109080481,ANGELSEN SR,68.796898,13.09601,1.1,304.6,2025-09-19 13:38:30.587101,0,2025-09-19 13:38:30.587102
109080485,ANGELSEN SR,68.797933,13.118127,1.2,209.9,2025-09-19 13:38:30.587105,0,2025-09-19 13:38:30.587106
109080673,ANGELSEN SR,68.72137,13.056258,1.3,123.3,2025-09-19 13:38:30.587109,0,2025-09-19 13:38:30.587110
109080675,ANGELSEN SR,68.798667,13.057863,2.7,120.8,2025-09-19 13:38:30.587113,0,2025-09-19 13:38:30.587113
244178000,SHETLAND,66.03955,11.293333,10.7,201.8,2025-09-19 13:38:30.587120,70,2025-09-19 13:38:30.587121
235051012,NAVAL AUXILIARY,70.15885,20.238828,13.4,4.0,2025-09-19 13:38:30.587126,35,2025-09-19 13:38:30.587127
563175900,ARMADA 78 03,66.87333333333333,5.2683333333333335,7.0,303.0,2025-09-19 13:38:30.587129,70,2025-09-19 13:38:30.587130
218004830,JAN MARIA,69.698008,19.075273,0.0,36.3,2025-09-19 13:38:30.587143,30,2025-09-19 13:38:30.587144
273522400,ZAKHAR SOROKIN,70.6643,18.817583,12.0,44.3,2025-09-19 13:38:30.587149,30,2025-09-19 13:38:30.587150
273447010,ALFERAS,72.04166666666667,25.383333333333333,9.0,313.0,2025-09-19 13:38:30.587152,30,2025-09-19 13:38:30.587153
276842000,MERIKE,76.191615,35.698747,2.5,233.6,2025-09-19 13:38:30.587161,30,2025-09-19 13:38:30.587162
273296810,DMITRY MENDELEEV,67.12333333333333,8.828333333333335,10.0,25.0,2025-09-19 13:38:30.587166,80,2025-09-19 13:38:30.587166
314633000,WILSON DROGHEDA,66.212355,13.018303,0.0,345.6,2025-09-19 13:38:30.587169,70,2025-09-19 13:38:30.587170
273523300,ALEKSANDR MIRONENKO,71.14015,29.706503,9.8,122.7,2025-09-19 13:38:30.587175,30,2025-09-19 13:38:30.587176
232866000,M/S ISBJORNEN 2,69.687465,18.735413,0.0,0.8,2025-09-19 13:38:30.587179,90,2025-09-19 13:38:30.587180
273523400,YANTARNYY,70.24666666666667,15.11,13.0,62.0,2025-09-19 13:38:30.587183,30,2025-09-19 13:38:30.587184
212651000,ELISABETH J,67.86086,9.509198,13.7,206.0,2025-09-19 13:38:30.587188,80,2025-09-19 13:38:30.587189
982575641,MUNIN,78.223263,15.662138,0.1,,2025-09-19 13:38:30.587195,92,2025-09-19 13:38:30.587196
314635000,WILSON DUNDEE,66.327823,14.1435,0.0,316.6,2025-09-19 13:38:30.587206,70,2025-09-19 13:38:30.587207
109010419,RONJA BOUY 9,70.93246,25.80116,3.5,43.4,2025-09-19 13:38:30.587210,0,2025-09-19 13:38:30.587211
565369000,COSL PROSPECTOR,70.626973,23.641695,0.0,277.3,2025-09-19 13:38:30.587220,90,2025-09-19 13:38:30.587220
212654000,BORIS VILKITSKY,67.815987,9.420605,18.9,203.4,2025-09-19 13:38:30.587227,84,2025-09-19 13:38:30.587227
255801980,DINA STAR,67.037872,6.507695,0.8,240.7,2025-09-19 13:38:30.587247,70,2025-09-19 13:38:30.587248
563033300,DANCING BRAVE,66.8056,13.855543,13.3,271.8,2025-09-19 13:38:30.587256,80,2025-09-19 13:38:30.587257
273529800,BORIS SYROMYATNIKOV,70.793738,20.638352,3.1,276.0,2025-09-19 13:38:30.587264,30,2025-09-19 13:38:30.587264
412549626,FU YUAN YU 8633,66.88833333333334,4.3,57.0,164.0,2025-09-19 13:38:30.587270,30,2025-09-19 13:38:30.587271
412549628,FUYUANYU8620,68.41000000000001,-3.26,60.0,234.0,2025-09-19 13:38:30.587274,30,2025-09-19 13:38:30.587275
273379740,FRIO FORWIN,71.101515,19.295933,10.3,66.5,2025-09-19 13:38:30.587280,70,2025-09-19 13:38:30.587281
211753000,MARIA S. MERIAN,67.283202,3.212178,4.5,61.1,2025-09-19 13:38:30.587285,90,2025-09-19 13:38:30.587286
273532110,KURSHSKAYA KOSA,70.588833,19.096667,3.7,270.8,2025-09-19 13:38:30.587296,30,2025-09-19 13:38:30.587297
314416000,JUMBO,69.222875,18.079138,0.0,233.8,2025-09-19 13:38:30.587302,70,2025-09-19 13:38:30.587303
255806445,VASCO DA GAMA,70.443867,18.278283,12.7,65.4,2025-09-19 13:38:30.587313,60,2025-09-19 13:38:30.587314
255806463,WILSON FLEX IV,67.25021,15.423032,0.0,115.2,2025-09-19 13:38:30.587316,70,2025-09-19 13:38:30.587317
273534110,LIRA,70.645283,19.603583,14.6,71.0,2025-09-19 13:38:30.587327,30,2025-09-19 13:38:30.587328
982586740,OV SKOMVAER 2,68.795357,16.54408,0.1,,2025-09-19 13:38:30.587339,33,2025-09-19 13:38:30.587340
210400000,SEAPIPER,66.079312,8.063723,0.2,268.8,2025-09-19 13:38:30.587345,33,2025-09-19 13:38:30.587346
108040274,SF JENTA BUOY,70.12759,30.54851,1.4,145.9,2025-09-19 13:38:30.587351,0,2025-09-19 13:38:30.587352
304011026,THEBE,66.30637,14.116008,0.0,298.0,2025-09-19 13:38:30.587360,70,2025-09-19 13:38:30.587361
250002443,ARKLOW FOREST,66.805597,13.920215,3.6,84.5,2025-09-19 13:38:30.587364,70,2025-09-19 13:38:30.587365
231522000,HAV ATLANTIC,68.912713,15.065775,0.0,329.5,2025-09-19 13:38:30.587368,70,2025-09-19 13:38:30.587369
273537800,KARACHAROVO,76.098148,14.420127,2.7,189.0,2025-09-19 13:38:30.587377,30,2025-09-19 13:38:30.587378
273613930,BELOYE MORE,75.785405,14.01886,1.2,201.2,2025-09-19 13:38:30.587384,30,2025-09-19 13:38:30.587385
982590450,RHIB F314,69.337985,16.227062,4.9,31.5,2025-09-19 13:38:30.587392,35,2025-09-19 13:38:30.587393
585900148,BUOY FALCH 82,69.236677,17.9367,0.0,260.8,2025-09-19 13:38:30.587404,0,2025-09-19 13:38:30.587405
585900149,FDA WARNING 35,69.282118,17.908312,0.2,351.5,2025-09-19 13:38:30.587408,0,2025-09-19 13:38:30.587409
585900220,DODRAUG2 88,70.639437,30.660903,2.2,308.3,2025-09-19 13:38:30.587413,0,2025-09-19 13:38:30.587414
585900225,JENS 1 46,69.426112,18.453008,0.5,283.8,2025-09-19 13:38:30.587417,0,2025-09-19 13:38:30.587418
585900237,JENS 2 50,69.413623,18.458238,0.4,50.9,2025-09-19 13:38:30.587421,0,2025-09-19 13:38:30.587422
585900259,NORSOL 2 79,69.027902,16.220463,1.1,45.4,2025-09-19 13:38:30.587425,0,2025-09-19 13:38:30.587426
585900264,NORSOL 3 61,69.003128,16.139395,0.9,157.3,2025-09-19 13:38:30.587429,0,2025-09-19 13:38:30.587430
585900265,NORSOL 1 98,68.955207,16.087377,0.3,14.2,2025-09-19 13:38:30.587432,0,2025-09-19 13:38:30.587433
585900266,NORSOL 5 19,69.082773,16.145115,1.6,195.9,2025-09-19 13:38:30.587436,0,2025-09-19 13:38:30.587437
585900267,NORSOL 4 56,68.972828,16.098853,1.9,44.3,2025-09-19 13:38:30.587440,0,2025-09-19 13:38:30.587441
585900273,BUOY SL 1 84,69.531332,17.980658,0.4,235.2,2025-09-19 13:38:30.587444,0,2025-09-19 13:38:30.587445
585900274,BUOY SL 2 70,69.535275,18.083943,0.4,129.1,2025-09-19 13:38:30.587448,0,2025-09-19 13:38:30.587449
538003746,KANARIS,68.430605,17.4027,0.0,236.9,2025-09-19 13:38:30.587468,70,2025-09-19 13:38:30.587469
273845800,VASILIY GOLOVNIN,74.845,15.723333333333333,3.0,167.0,2025-09-19 13:38:30.587483,30,2025-09-19 13:38:30.587484
538005351,CLEAN PLANET,70.687992,32.57264,14.9,169.5,2025-09-19 13:38:30.587488,84,2025-09-19 13:38:30.587489
109030585,TRIO BOUY 5,70.919422,29.746973,2.8,126.3,2025-09-19 13:38:30.587502,0,2025-09-19 13:38:30.587503
109030586,TOMBA BUOY 2,70.933832,29.749478,1.3,200.6,2025-09-19 13:38:30.587506,0,2025-09-19 13:38:30.587507
109030588,TOMBA BUOY 3,70.931582,29.770628,2.5,161.9,2025-09-19 13:38:30.587510,0,2025-09-19 13:38:30.587511
109030589,TRIO BOUY 6,70.915223,29.756428,1.7,18.3,2025-09-19 13:38:30.587514,0,2025-09-19 13:38:30.587515
109030760,JENS BOY 3,69.39728,18.439285,0.1,120.6,2025-09-19 13:38:30.587520,0,2025-09-19 13:38:30.587521
249257000,PENGLAI,65.090658,7.793975,11.2,231.6,2025-09-19 13:38:30.587524,70,2025-09-19 13:38:30.587525
277544000,TAURUS,81.44666666666667,31.65666666666667,3.0,216.0,2025-09-19 13:38:30.587529,30,2025-09-19 13:38:30.587530
246920000,HEBO-LIFT 10,69.55702,19.146857,0.0,158.1,2025-09-19 13:38:30.587539,99,2025-09-19 13:38:30.587540
273397450,ESTER,70.667695,19.013313,4.0,72.4,2025-09-19 13:38:30.587550,30,2025-09-19 13:38:30.587551
304099000,CELINA,71.60095,24.612448,10.4,79.2,2025-09-19 13:38:30.587563,79,2025-09-19 13:38:30.587564
231837000,HAV SKANDIC,69.503258,18.308968,10.2,247.2,2025-09-19 13:38:30.587575,90,2025-09-19 13:38:30.587576
244057240,ZEEWOLF,69.549887,19.070168,5.4,69.9,2025-09-19 13:38:30.587581,99,2025-09-19 13:38:30.587582
308928000,SCARABEO 8,65.823173,7.7156,0.0,328.0,2025-09-19 13:38:30.587585,90,2025-09-19 13:38:30.587586
310588000,FLOATEL SUPERIOR,65.10833333333333,6.79,0.0,174.0,2025-09-19 13:38:30.587595,90,2025-09-19 13:38:30.587596
231763000,QUEST,69.635515,18.935803,0.0,221.3,2025-09-19 13:38:30.587601,60,2025-09-19 13:38:30.587602
412420561,HANYI36,78.55666666666666,32.10666666666667,36.0,46.0,2025-09-19 13:38:30.587607,30,2025-09-19 13:38:30.587608
273250820,KORD BARENTS,75.46499999999999,20.866666666666667,6.0,125.0,2025-09-19 13:38:30.587615,80,2025-09-19 13:38:30.587616
412421098,DONGYU1527,76.98,-1.24,17.0,437.0,2025-09-19 13:38:30.587620,30,2025-09-19 13:38:30.587621
412421136,XIN SHI JI 66,70.90333333333334,-0.9733333333333332,32.0,370.0,2025-09-19 13:38:30.587624,30,2025-09-19 13:38:30.587625
667001255,CENTURION,67.4084,8.298933,12.1,217.0,2025-09-19 13:38:30.587634,80,2025-09-19 13:38:30.587636
273251530,ANTARKTIKA,71.666507,27.010168,6.1,286.0,2025-09-19 13:38:30.587639,80,2025-09-19 13:38:30.587640
219017214,ESVAGT AURORA,71.3476,22.400008,0.5,354.4,2025-09-19 13:38:30.587650,99,2025-09-19 13:38:30.587651
265030590,KINFISH TENDER 2,81.82594,15.885555,0.5,175.0,2025-09-19 13:38:30.587656,90,2025-09-19 13:38:30.587657
265182000,ODEN,78.234362,15.62357,0.0,314.3,2025-09-19 13:38:30.587665,90,2025-09-19 13:38:30.587667
247229700,AIDABELLA,68.69973,15.420345,0.0,261.4,2025-09-19 13:38:30.587673,60,2025-09-19 13:38:30.587674
123222339,RONJA BOUY 5,70.934595,25.6341,0.6,0.0,2025-09-19 13:38:30.587686,0,2025-09-19 13:38:30.587687
273254860,KAPITAN TARAN,72.03166666666667,30.85,11.0,328.0,2025-09-19 13:38:30.587691,30,2025-09-19 13:38:30.587692
273254880,MECHANIC STEPANOV,70.276502,17.645188,11.7,43.1,2025-09-19 13:38:30.587696,30,2025-09-19 13:38:30.587697
352005711,GRAND EXPLORER,68.09561,15.042335,8.6,59.8,2025-09-19 13:38:30.587705,70,2025-09-19 13:38:30.587706
250400644,250400644,69.404962,18.421172,0.3,356.6,2025-09-19 13:38:30.587712,0,2025-09-19 13:38:30.587713
941500449,UNNUR BUOY 22,71.301972,30.351535,2.1,188.4,2025-09-19 13:38:30.587723,0,2025-09-19 13:38:30.587724
941500450,UNNUR BUOY 14,71.415115,30.547695,1.2,165.2,2025-09-19 13:38:30.587727,0,2025-09-19 13:38:30.587728
941500554,MAIKENJENTA BU 41,69.985688,30.265527,1.3,50.7,2025-09-19 13:38:30.587733,0,2025-09-19 13:38:30.587734
941500651,TK9 BUOY 2 65,70.597942,20.33848,2.1,275.0,2025-09-19 13:38:30.587738,0,2025-09-19 13:38:30.587739
941500801,MARIE K BUOY 97,68.577517,16.525722,0.2,15.9,2025-09-19 13:38:30.587746,0,2025-09-19 13:38:30.587747
941500813,ANTON EMILIAN 31,70.780553,26.151333,1.6,321.3,2025-09-19 13:38:30.587750,0,2025-09-19 13:38:30.587751
941500819,ANTON EMILIAN 18,70.795722,26.005812,1.2,62.1,2025-09-19 13:38:30.587754,0,2025-09-19 13:38:30.587755
941500894,BROR 4 BUOY 66,70.074208,29.741903,0.2,121.2,2025-09-19 13:38:30.587760,0,2025-09-19 13:38:30.587761
941500985,TRYGVE B BOUY 94 S,74.975603,33.17106,2.7,26.3,2025-09-19 13:38:30.587765,0,2025-09-19 13:38:30.587766
941500989,HANS BUOY 26,71.083093,27.265945,2.4,196.8,2025-09-19 13:38:30.587768,0,2025-09-19 13:38:30.587769
941501039,NEPTUN BUOY 2 95,70.837522,29.632957,2.0,270.0,2025-09-19 13:38:30.587773,0,2025-09-19 13:38:30.587774
941501040,NEPTUN BUOY 1 90,70.830705,29.684313,0.9,150.6,2025-09-19 13:38:30.587777,0,2025-09-19 13:38:30.587778
941501099,SAGA BJOERG BU 48,71.038628,28.597417,4.5,192.9,2025-09-19 13:38:30.587781,0,2025-09-19 13:38:30.587782
941501107,GK BUOY 53,71.036393,28.592878,1.8,122.5,2025-09-19 13:38:30.587786,0,2025-09-19 13:38:30.587787
413559690,RUN HAI XIANG YANG,81.74,12.453333333333337,35.0,108.0,2025-09-19 13:38:30.587790,70,2025-09-19 13:38:30.587791
109120353,RB 4 BOUY 72,69.825362,17.91049,1.4,329.5,2025-09-19 13:38:30.587795,0,2025-09-19 13:38:30.587796
109120354,RB 3 BOUY 68,69.843968,17.886565,2.4,83.9,2025-09-19 13:38:30.587799,0,2025-09-19 13:38:30.587800
109120360,RB 2 BOUY 78,69.854365,17.877867,3.3,125.8,2025-09-19 13:38:30.587803,0,2025-09-19 13:38:30.587804
109120410,NORSOL 1 15,68.988847,16.044655,1.5,110.5,2025-09-19 13:38:30.587807,0,2025-09-19 13:38:30.587808
109120421,NORSOL 3 23,68.950917,16.008292,0.6,247.9,2025-09-19 13:38:30.587811,0,2025-09-19 13:38:30.587812
109120446,SENJATIND 1 53,69.53237,18.083568,0.6,357.6,2025-09-19 13:38:30.587815,0,2025-09-19 13:38:30.587816
109120461,SENJALAND BUOY 47,69.543965,17.670275,0.0,174.3,2025-09-19 13:38:30.587820,0,2025-09-19 13:38:30.587821
109120462,KARL MARTIN BO 90,69.172525,17.945042,0.4,284.2,2025-09-19 13:38:30.587824,0,2025-09-19 13:38:30.587825
109120463,KARL MARTIN BO 80,69.172375,17.945713,0.2,147.8,2025-09-19 13:38:30.587828,0,2025-09-19 13:38:30.587829
235015732,CSB 44,69.678365,19.001343,2.2,50.4,2025-09-19 13:38:30.587843,35,2025-09-19 13:38:30.587844
218799000,MARK,72.52683,9.885672,10.7,232.8,2025-09-19 13:38:30.587852,30,2025-09-19 13:38:30.587853
249803000,STOC NIKE,70.68157,23.588017,0.0,261.2,2025-09-19 13:38:30.587871,89,2025-09-19 13:38:30.587872
352842000,SJOVEIEN,78.126103,14.939692,9.1,124.6,2025-09-19 13:38:30.587877,79,2025-09-19 13:38:30.587878
109050519,MUSVERINGEN 16,70.695383,30.383052,1.3,180.0,2025-09-19 13:38:30.587890,0,2025-09-19 13:38:30.587891
248221000,KEY SOUTH,66.997427,12.845717,12.1,54.4,2025-09-19 13:38:30.587903,82,2025-09-19 13:38:30.587904
109050891,SOLRUN B 3 69,70.633385,29.721808,0.2,157.8,2025-09-19 13:38:30.587917,0,2025-09-19 13:38:30.587919
109050900,SENJALIV 1 45,69.528415,18.106302,1.2,310.6,2025-09-19 13:38:30.587922,0,2025-09-19 13:38:30.587923
109050923,SARA KARIN 80,74.668047,18.780507,8.2,8.2,2025-09-19 13:38:30.587928,0,2025-09-19 13:38:30.587930
109050937,HAAVARD A 63,67.646143,15.135388,0.0,154.4,2025-09-19 13:38:30.587933,0,2025-09-19 13:38:30.587934
219029885,ESVAGT DC 11,72.505327,20.221582,4.0,53.7,2025-09-19 13:38:30.587940,40,2025-09-19 13:38:30.587942
255915684,NCL VESTLAND,68.402813,13.661727,16.6,59.3,2025-09-19 13:38:30.587945,70,2025-09-19 13:38:30.587946
231099000,HAV NES,65.207658,11.883078,10.4,209.7,2025-09-19 13:38:30.587950,70,2025-09-19 13:38:30.587951
370572000,CAPE AMANDA,65.02666666666667,7.308333333333334,9.0,45.0,2025-09-19 13:38:30.587962,70,2025-09-19 13:38:30.587963
982470189,AIDABELLA TB 13,68.111883,13.594457,0.1,345.5,2025-09-19 13:38:30.587979,60,2025-09-19 13:38:30.587980
982470191,AIDABELLA TB15,68.12112,13.577943,8.2,126.9,2025-09-19 13:38:30.587983,60,2025-09-19 13:38:30.587984
982470192,AIDABELLA TB 16,68.113123,13.594153,0.0,277.5,2025-09-19 13:38:30.587987,60,2025-09-19 13:38:30.587988
